video_id,comment,published_at,X,category,chat_sentiment,claude_sentiment,cleaned_comment,type,classification,chatgpt_part,claude_part,chatgpt_score,claude_score,overall_bias,chatgpt_lda_topic,claude_lda_topic
_HYfYLm5QEA,any thoughts on devin ai vs claudeai i found that chatgpt bing copilot works better than gemini or perplexity id like to test it by handwriting a x table of numbers scan it to a pdf then ask ai to sum the numbers in the nd column or maybe even a flutterbased augmented reality using flet python for flutter if possible if not a simple flutter streamlit gradio or google mesop based desktop or web application that can talk to a desktop peripheral using webusb or web serial,2024-07-26T15:22:11Z,,related,,,any thoughts on devin ai vs claudeai i found that chatgpt bing copilot works better than gemini or perplexity id like to test it by handwriting a x table of numbers scan it to a pdf then ask ai to sum the numbers in the nd column or maybe even a flutterbased augmented reality using flet python for flutter if possible if not a simple flutter streamlit gradio or google mesop based desktop or web application that can talk to a desktop peripheral using webusb or web serial,"['ChatGPT', 'Claude', 'gpt', 'claudeai']",both,chatgpt,claudeai,0.9843901991844177,0.9200878143310547,claude,1,0
_HYfYLm5QEA,hey skillleap ai i do have one suggestion for you why pay for both claude pro and chatgpt plus when you can just pay for perplexity pro and get to use both the models you can always switch to writing mode on perplexity if you do not want the web search results by doing this you just pay $mo for perplexity pro instead of $mo for both chatgpt plus and claude pro,2024-07-18T12:30:13Z,,related,,,hey skillleap ai i do have one suggestion for you why pay for both claude pro and chatgpt plus when you can just pay for perplexity pro and get to use both the models you can always switch to writing mode on perplexity if you do not want the web search results by doing this you just pay mo for perplexity pro instead of mo for both chatgpt plus and claude pro,"['ChatGPT', 'Claude', 'gpt', 'both']",both,chatgpt chatgpt,claude claude,0.9923756718635559,0.9965542554855347,claude,1,0
_HYfYLm5QEA,chatgpt is unlimited int he meanwhile claude makes u water hours after few messages,2024-07-11T21:21:05Z,,related,,,chatgpt is unlimited int he meanwhile claude makes u water hours after few messages,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
_HYfYLm5QEA,it is garbage i have really long experience using different gpts in programming claude at least sonnet is making up stuff therefore you should pay more attention how precise it is in the end you will spend more time on contrary chatgpt o is verbosy even with your custrom instruction but more accurate imho it is better to get annoying verbosy results instead of keeping constantly in eye on results precison,2024-07-10T14:16:47Z,,related,,,it is garbage i have really long experience using different gpts in programming claude at least sonnet is making up stuff therefore you should pay more attention how precise it is in the end you will spend more time on contrary chatgpt o is verbosy even with your custrom instruction but more accurate imho it is better to get annoying verbosy results instead of keeping constantly in eye on results precison,"['ChatGPT', 'Claude', 'gpt']",both,gpts chatgpt,claude sonnet,0.9916009902954102,0.9756006002426147,claude,1,3
_HYfYLm5QEA,i am really frustrated with gpto for coding will try claude next,2024-07-09T15:21:01Z,,related,,,i am really frustrated with gpto for coding will try claude next,"['Claude', 'gpt']",both,gpto,claude,0.9537010788917542,0.9968289732933044,claude,0,0
_HYfYLm5QEA,what a great comparison video ill take away research perplexity ai coding and text generation quality claude chatgpt o features and over functionality big thx,2024-07-04T09:51:53Z,,related,,,what a great comparison video ill take away research perplexity ai coding and text generation quality claude chatgpt o features and over functionality big thx,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
_HYfYLm5QEA,claude is the first time ive seen chatgpt in hot water its pretty crisp probably gonna switch my subscription,2024-07-03T22:37:03Z,,related,,,claude is the first time ive seen chatgpt in hot water its pretty crisp probably gonna switch my subscription,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
_HYfYLm5QEA,its weird because i ran a lot of the same test as you and got accurate answers im not sure if thats just due to the model scraping the internet and being corrected i would love for people to try themselves also and see if they get better answers in gpto then what are shown here i dont know what is causing it though ive noticed the memories function really helps chatgpt get better overtime for me personally and claude is really strong in coding and also image analysis and output like chatgpt you have to really break it down and use correct verbage with you are trying to have good output where claude seems to just kind of understand you way betterand more human like,2024-06-30T15:32:06Z,,related,,,its weird because i ran a lot of the same test as you and got accurate answers im not sure if thats just due to the model scraping the internet and being corrected i would love for people to try themselves also and see if they get better answers in gpto then what are shown here i dont know what is causing it though ive noticed the memories function really helps chatgpt get better overtime for me personally and claude is really strong in coding and also image analysis and output like chatgpt you have to really break it down and use correct verbage with you are trying to have good output where claude seems to just kind of understand you way betterand more human like,"['ChatGPT', 'Claude', 'gpt']",both,gpto chatgpt chatgpt,claude claude,0.989867091178894,0.9965542554855347,claude,1,0
_HYfYLm5QEA,claude is ok but the businesscontrolling end of it has much to be desired for starters i subscribed paid gave them money etc i had a small job to do it was going to produce one list of names i needed to have it done by pm i figured out through trial and error how to do it what the best prompt was so i started all i had to do was give claude the data and the working prompt which included asking for the complete list claude gave me the first i said continue it did i noticed i had credits left then then etc before i could get all names i ran out of credits and was told to come back at pm i ended up doing it manually using a text editor and a spreadsheet and made my project by pm i realize that we are still on the bleeding edge of this technology i can understand that with a queued system certain procedures may have to be interrupted in something new and popular but claude stops and i start and claude collects one credit i am pretty sure that this methodology is similar to extortion hey kid you want me to toss your ball back over the fence toss me a quarter and ill throw it back oppps i am going to have to pick it up and throw it to you again so toss me another quarter etc im sorry mister i dont have any more quarters at the beginning of this rant i said something about the businesscontrolling end of it has much to be desired i just notice the word controlling has both the components con and troll in it come on claude and company you guys are better than this,2024-06-27T20:38:21Z,,related,,,claude is ok but the businesscontrolling end of it has much to be desired for starters i subscribed paid gave them money etc i had a small job to do it was going to produce one list of names i needed to have it done by pm i figured out through trial and error how to do it what the best prompt was so i started all i had to do was give claude the data and the working prompt which included asking for the complete list claude gave me the first i said continue it did i noticed i had credits left then then etc before i could get all names i ran out of credits and was told to come back at pm i ended up doing it manually using a text editor and a spreadsheet and made my project by pm i realize that we are still on the bleeding edge of this technology i can understand that with a queued system certain procedures may have to be interrupted in something new and popular but claude stops and i start and claude collects one credit i am pretty sure that this methodology is similar to extortion hey kid you want me to toss your ball back over the fence toss me a quarter and ill throw it back oppps i am going to have to pick it up and throw it to you again so toss me another quarter etc im sorry mister i dont have any more quarters at the beginning of this rant i said something about the businesscontrolling end of it has much to be desired i just notice the word controlling has both the components con and troll in it come on claude and company you guys are better than this,"['Claude', 'both']",both,,claude claude claude claude claude claude,0.0,0.9959492683410645,neutral,0,0
_HYfYLm5QEA,🎯 key points for quick navigation 📝 gpto y claude sonet se comparan en aplicaciones prácticas como escritura creativa y resumen de textos 🖼️ chat gpt destaca en la generación de presentaciones visuales a partir de datos complejos 🌐 claude muestra ventajas en la capacidad de análisis de imágenes complejas 🎮 claude supera a gpto en la creación funcional de juegos como el ajedrez 🔍 chat gpt falla en la búsqueda de información específica y en la generación de enlaces útiles 💬 ambos modelos tienen resultados similares en la redacción de correos electrónicos y textos promocionales 📊 en análisis de datos ambos modelos son comparables con chat gpt destacando en visualización y claude en análisis detallado 🧠 ambos modelos muestran habilidades similares en razonamiento lógico y resolución de problemas 🤖 cla sonnet supera a gpt en la mayoría de los benchmarks clave enfocándose en la velocidad y la eficiencia 📈 mejora significativa en la ventana de contexto hasta k aunque presenta artefactos menores 🎨 limitaciones importantes incluyen la falta de capacidades para navegación web y búsqueda de conversaciones anteriores 🔍 gpt ofrece ventajas con su función de memoria y la capacidad de crear gpts personalizados lo que lo hace más versátil para aplicaciones específicas 🌐 recomendado para investigación gpt ofrece una versión gratuita de perplexity que supera a cla en este aspecto 🚀 cla destaca en la creación de contenido rápido pero carece de las funcionalidades avanzadas de personalización de gpt 💬 cla y gpt se comparan en la capacidad de respuesta y la relevancia del contenido generado siendo gpt más versátil debido a sus opciones de personalización 📊 consideraciones finales la elección entre cla y gpt depende de las necesidades específicas de uso con gpt destacando en personalización y capacidades de memoria made with harpa ai,2024-06-27T15:15:55Z,,related,,, key points for quick navigation  gpto y claude sonet se comparan en aplicaciones prcticas como escritura creativa y resumen de textos  chat gpt destaca en la generacin de presentaciones visuales a partir de datos complejos  claude muestra ventajas en la capacidad de anlisis de imgenes complejas  claude supera a gpto en la creacin funcional de juegos como el ajedrez  chat gpt falla en la bsqueda de informacin especfica y en la generacin de enlaces tiles  ambos modelos tienen resultados similares en la redaccin de correos electrnicos y textos promocionales  en anlisis de datos ambos modelos son comparables con chat gpt destacando en visualizacin y claude en anlisis detallado  ambos modelos muestran habilidades similares en razonamiento lgico y resolucin de problemas  cla sonnet supera a gpt en la mayora de los benchmarks clave enfocndose en la velocidad y la eficiencia  mejora significativa en la ventana de contexto hasta k aunque presenta artefactos menores  limitaciones importantes incluyen la falta de capacidades para navegacin web y bsqueda de conversaciones anteriores  gpt ofrece ventajas con su funcin de memoria y la capacidad de crear gpts personalizados lo que lo hace ms verstil para aplicaciones especficas  recomendado para investigacin gpt ofrece una versin gratuita de perplexity que supera a cla en este aspecto  cla destaca en la creacin de contenido rpido pero carece de las funcionalidades avanzadas de personalizacin de gpt  cla y gpt se comparan en la capacidad de respuesta y la relevancia del contenido generado siendo gpt ms verstil debido a sus opciones de personalizacin  consideraciones finales la eleccin entre cla y gpt depende de las necesidades especficas de uso con gpt destacando en personalizacin y capacidades de memoria made with harpa ai,"['Claude', 'gpt']",both,gpto gpt gpto gpt gpt gpt gpt gpts gpt gpt gpt gpt gpt gpt,claude claude claude claude sonnet,0.9935904741287231,0.9946617484092712,claude,3,3
_HYfYLm5QEA,seriously if claude just stole a few openaiisms with the gpts and the memory it would hands down beat out chat gpt on every level for my needs however i think claude is more useful to me currently despite all that you said chat gpt and claude are about even when it comes to visualizations but i have to disagree claude is much better,2024-06-25T05:19:10Z,,related,,,seriously if claude just stole a few openaiisms with the gpts and the memory it would hands down beat out chat gpt on every level for my needs however i think claude is more useful to me currently despite all that you said chat gpt and claude are about even when it comes to visualizations but i have to disagree claude is much better,"['Claude', 'gpt', 'openai']",both,openaiisms gpts gpt gpt,claude claude claude claude,0.9765828251838684,0.9966195821762085,claude,3,0
_HYfYLm5QEA,both of them hallucinate and both of them are overly censored so i vote none of the above,2024-06-25T01:21:25Z,,related,,,both of them hallucinate and both of them are overly censored so i vote none of the above,"['both', 'none']",both,,,0.0,0.0,neutral,0,0
_HYfYLm5QEA,chatgpt is horrible with links its been that way since last year claude is much better for links,2024-06-23T14:38:01Z,,related,,,chatgpt is horrible with links its been that way since last year claude is much better for links,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
_HYfYLm5QEA,claude seems superior in logical reasoning while gpto seems to give worse responses than its predecessors,2024-06-23T07:04:59Z,,related,,,claude seems superior in logical reasoning while gpto seems to give worse responses than its predecessors,"['Claude', 'gpt']",both,gpto,claude,0.9537010788917542,0.9968289732933044,claude,0,0
_HYfYLm5QEA,i tryed coding with claude today its amazing my free usage ran out quickly than i went to chatgpt o im paying for currently me and chatgpt worked at the problem claude didnt finish cause of the usage cap tryed it for hours than i could ask claude again and in question i had the solution im not sure if chat gpt just had a bad day beeing honest the error didnt tell us anything and claude might have the advantage cause i started building the project with claude from the start and gpt had to work with it but i still find it amazing,2024-06-23T02:44:25Z,,related,,,i tryed coding with claude today its amazing my free usage ran out quickly than i went to chatgpt o im paying for currently me and chatgpt worked at the problem claude didnt finish cause of the usage cap tryed it for hours than i could ask claude again and in question i had the solution im not sure if chat gpt just had a bad day beeing honest the error didnt tell us anything and claude might have the advantage cause i started building the project with claude from the start and gpt had to work with it but i still find it amazing,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt chatgpt gpt gpt,claude claude claude claude claude,0.9941405653953552,0.9963396787643433,claude,3,0
_HYfYLm5QEA,both of them are disappointing and doesnt deserve to pay for them they should be able to ask questions and to learn from them as long as they answer with points and repeating half of my prompt they are not intelligent at all and they are limited in a lot of domains,2024-06-23T01:04:26Z,,related,,,both of them are disappointing and doesnt deserve to pay for them they should be able to ask questions and to learn from them as long as they answer with points and repeating half of my prompt they are not intelligent at all and they are limited in a lot of domains,['both'],both,,,0.0,0.0,neutral,0,0
_HYfYLm5QEA,seems like gpt fails at promised functions where claude didnt really have that problem claude didnt pretend to have a function that didnt work like gpt also gpt boldly provided false data in its responses to me that is a huge fail web browsing copy and paste web pages like you did neither are going to scrape pages well and gpt failed to provide working links i think the bottom line is that if youre wanting to use either model with api then claude seems like the nobrainer claude seems more trustworthy,2024-06-23T01:00:09Z,,related,,,seems like gpt fails at promised functions where claude didnt really have that problem claude didnt pretend to have a function that didnt work like gpt also gpt boldly provided false data in its responses to me that is a huge fail web browsing copy and paste web pages like you did neither are going to scrape pages well and gpt failed to provide working links i think the bottom line is that if youre wanting to use either model with api then claude seems like the nobrainer claude seems more trustworthy,"['Claude', 'gpt']",both,gpt gpt gpt gpt,claude claude claude claude,0.986014723777771,0.9966195821762085,claude,3,0
_HYfYLm5QEA,gpt o is clearly inferior to gpt in math rationality deduction code etc its clear for anyone who actually used it on hard problems oh and sonnet is clearly below both again only if tested on uncontaminated questions so no ridiculous snake programming etc,2024-06-23T00:15:43Z,,related,,,gpt o is clearly inferior to gpt in math rationality deduction code etc its clear for anyone who actually used it on hard problems oh and sonnet is clearly below both again only if tested on uncontaminated questions so no ridiculous snake programming etc,"['gpt', 'both']",both,gpt gpt,sonnet,0.9255391359329224,0.5158266425132751,claude,3,3
_HYfYLm5QEA,does claude have a feature that is similar to gpts,2024-06-22T22:24:07Z,,related,,,does claude have a feature that is similar to gpts,"['Claude', 'gpt']",both,gpts,claude,0.901792585849762,0.9968289732933044,claude,1,0
_HYfYLm5QEA,and thank you for the video claude sonnet is really very powerful and other tests will arrive like for example deepseek coder v vs gpto,2024-06-22T21:51:22Z,,related,,,and thank you for the video claude sonnet is really very powerful and other tests will arrive like for example deepseek coder v vs gpto,"['Claude', 'gpt']",both,gpto,claude sonnet,0.9537010788917542,0.9756006002426147,claude,0,3
_HYfYLm5QEA,claude is default but i use gpt nad geminy as well depend on task,2024-06-22T21:34:56Z,,related,,,claude is default but i use gpt nad geminy as well depend on task,"['Claude', 'gpt']",both,gpt,claude,0.8327756524085999,0.9968289732933044,claude,3,0
_HYfYLm5QEA,claude handles messages based on the number of tokens unlike gpt if the messages are long youll get less responses i only received messages with longer messages,2024-06-22T21:34:50Z,,related,,,claude handles messages based on the number of tokens unlike gpt if the messages are long youll get less responses i only received messages with longer messages,"['Claude', 'gpt']",both,gpt,claude,0.8327756524085999,0.9968289732933044,claude,3,0
_HYfYLm5QEA,🤣😂 good try but chatgpt blows everyone away in all categories my browser has chatgpt youcom and openrouter claude gives the dumbest answers which are often ridiculously short struggles with modifications and following instructions it looks like some of the answers are answered by paid human workers masquerading as ai,2024-06-22T20:57:27Z,,related,,, good try but chatgpt blows everyone away in all categories my browser has chatgpt youcom and openrouter claude gives the dumbest answers which are often ridiculously short struggles with modifications and following instructions it looks like some of the answers are answered by paid human workers masquerading as ai,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt chatgpt,claude,0.9923756718635559,0.9968289732933044,claude,1,0
_HYfYLm5QEA,claude is just so good at coding something gpto doesnt understand it gets it with minimal examples whereas gpto is the opposite,2024-06-22T20:31:45Z,,related,,,claude is just so good at coding something gpto doesnt understand it gets it with minimal examples whereas gpto is the opposite,"['Claude', 'gpt']",both,gpto gpto,claude,0.9582180976867676,0.9968289732933044,claude,0,0
_HYfYLm5QEA,i have used chatgpt o and i think its crap for analyzing legal text and writing textletters i have to adjust a lot before the grammar is correct claude opus rx opus is my favorite,2024-06-22T20:11:34Z,,related,,,i have used chatgpt o and i think its crap for analyzing legal text and writing textletters i have to adjust a lot before the grammar is correct claude opus rx opus is my favorite,"['ChatGPT', 'Claude', 'gpt']",both,chatgpt,claude,0.9843901991844177,0.9968289732933044,claude,1,0
