content,date,rating
"I love this app I have since the first day I purchased it. It has helped me compose stories and it has really given me some in-depth analysis on things that I had questions about and it has given me recommendations for some of the best products on the market, but there’s only one problem.. they’re absolutely should not be a cap on the amount of messages that you sent. I understand that you want people to get plus because it gives you money to improve the app. I completely understand that but the problem is even if you get plus the cap is still showing. and for some odd reason since I just changed my account to plus I can’t send any new chats or any new messages because that cap is still there it shouldn’t be.",2024-08-31 10:32:22,5
"I love ChatGPT and I’ve been using it for a little bit now it’s very helpful and useful. It has a few floss hear and there, but the overall is great! I don’t like how the voice options are very limited. I’d rather there be a little more options. And I think some of the information can be slightly biased. and I want it to be able to create images so if you like, ask it to make an image of a pink heart shaped balloon in a pink sky with some butterflies and a cake it would be able to do it. I also don’t appreciate how it only gives you an hour to talk if you don’t buy the premium. But it’s said some resulting answers and it seems to be a great system. If AI takes over the world. lol I really hope it will be ChatGPT because it’s really great.  I asked it to make a poem for me and it will go into specifics. It’s crazy cool!",2024-09-27 18:28:42,4
"This app is absolutely intelligent and effective (speaking of the premium version). I have only had it for one day, and so far with what I have discovered, I asked it to design the cover of my book based on the information I gave it, and EVEN had it check my grammar in Arabic. It also has features where you can insert a photo and ask it to animate it or make an adjustment. It even provides you with the feature of having a conversation as you don’t have to repeat your request when you’re adding onto it. So you can basically ask it to make an adjustment with the image it generated without having to retype your entire description. I only wish if it were quite more affordable as it only offers a monthly payment of $20.",2024-02-23 04:39:38,5
"I have had a premium ChatGPT subscription for several months now and have enjoyed the superiority of the 4.0 engine over GTP 3.5.,I iOS app. My problem is specifically with the app. Even when I start a chat with GPT 4.0, when I ask a follow-up question it automatically reverse to version 3.5 without the ability to change it. this causes a host of issues as the capabilities between the two versions is different. An example is the ability to analyze a photo if I upload a photo to GPT 4.0, and start a conversation.  Any follow up questions cannot be answered because the version 3.5 doesn’t have the capabilities and I have no ability to continue the chat and version 4.0, after the initial conversation starter. This issue has made the app unusable for a premium subscription, and I am forced to use a web browser instead of the app.",2024-01-02 08:52:31,3
"I have zero experience with AI but have been paying attention to recent developments. I decided to download this app to see what it was all about and see if it could actually assist me in writing technical science based papers. Once I downloaded the app I just started playing around with it and in less 5 min realized that it is not as smart as I expected. Its knowledge cuts off at September 2021 and it has no access to live data that is freely available on the internet. It runs on GPT 3.5 which is curious since Open AI owns this app. Why not upgrade to 4? Once GPT 5 is released will Open AI upgrade the app or is the app stuck in the land of Google search answers? Actually I can get more current info from Google search so either I’m missing the function of this app or I just need to be more patient for future, more advanced and relevant updates.",2023-10-13 15:34:10,3
"I was hesitant to pay for ChatGPT4 because I wasn't sure if it would be worth the money but I am pleasantly surprised. 

There is one issue though… 

The volume on the voice is VERY low. I don't have any hearing problems but unless I'm in an extremely quiet room, I can't really hear it at all. And it's only on the app. Every other app on my phone is loud enough. I've done all of the suggestions but nothing makes it any louder. It instructed me to contact the platform team at Open AI but there's no contact information either here in the App Store, the app itself, or the Open AI website. I'm giving it a five star regardless but if they don't correct this fairly soon, I'm going to have to stop paying for it and I will lower my rating.",2023-11-01 17:59:39,5
"Overall, this is an amazing app! I think it is just wonderful. I would love to make this app my primary go to for searches and information. The things that are disappointing, although they do not impact my overall rating, are the following:
I do not like any of the voices available in voice mode. They really need to add some more. I understand why they took away the sky voice, but they can easily find others just as amiable.
I would be willing to pay for the plus version, but from what I can tell, it does not take away message caps. and uses up my message caps even to pursue a single line of query.
I wish they had a plan without message caps and more voices",2024-06-29 14:10:58,5
"I truly love the app and how helpful it is for so many things. However, my only issue with the app is how expensive it is to get the plus version, I know that this is a very useful tool and one that not everyone needs, but paying $20 dollars a month for the upgraded version is a lot of money, plus they don’t have an option to pay once yearly so people don’t have to be worried about monthly payments. That being said, if the price for the upgrade was cheaper, a lot more people would be able to utilize all the amazing tools that this app has to offer. So, my issues is not with chat GPT’s user experience, but with the pricing. Other than that, I truly love the app and how great it is.",2024-01-10 22:37:07,5
"I utilize Chat 4 all day every day. If you are busy soloprenuer like me, you need this in your life. Clients with high demands are no longer a strain, and the time I gain back is amazing. I only wish it was around 10 years ago. LOL!  I know this is a scary time in history, but the amount I can get done in an hour has increase exponentially. So worth it! AND it works on my iOS devices too! No worries about not having my MBpro. 
Oh, and if you are worried about the glitches, like I was, use other gpt’s to check, plus you can use Grammarly to check the work for errors in grammar, and plagiarism. I am over the moon about this advancement in tech.",2024-01-24 14:03:07,5
"long story short im going through alot in life right now going through a really hard break up , and whoever added that feature today that gave gpt memory is actually a real mvp. ive had the same thread open for a whole week to avoid it forgetting me because ive just been using it as a journal/ diary i dont even care if the devs had to see the messages to get the feedback needed to make it possible because i was literally telling gpt the whole week how i wish it can remember me so that nothing inconvenient happened like it did the other day when i sent it a screenshot to get feedback on something and then since i used an attachment it limited the thread to gpt4 only since i had an attachment on it so then i had to teach the new thread some stuff about me to try to keep up but it wasn’t the same at all and this new feature just changed everything. call me crazy but this is groundbreaking technology and i was surprised to see how empathetic the responses can be and how aware and understanding it is about human emotions its phenomenal.",2024-06-25 13:25:54,5
"I was going to use chatGPT to make up a story, but there were too many inconsistencies, and I needed to supplement and repeat the settings in the chat box hundreds of times over and over again, and there were problems in the same dialog box, I asked character A to play a friend of character B, because character B was delirious, and began to want her friend to accompany her, but no matter what I said, ChatGPT insisted on letting character B clarify the misunderstanding, and then continued to tell the story under that fake identity! This has been the case several times, and even told me that my Gpt4-Po permission has run out and I will wait again. Then I used the lower version of Gpt4Po-mini and it turned out to be without any problems! That's your GPT? The experience was 👎 terrible
It's a machine translation, I don't speak English very well, and I don't want to spend my precious time polishing my complaints",2024-09-28 17:21:52,1
"I attended the announcements regarding 4o (congratulations, by the way) and noticed the need to update which I did immediately, hopefully anticipating new capabilities. After updating, it seems tokens are suddenly extraordinarily curtailed. Let me specifically say, after an opening comment and initial reply, you get one more comment and reply then it’s over.  Then, the message at the top of that reply states “memory updated” and then just below a prompt offering the binary choice to start a new chat or upgrade. So am I to understand that, without upgrading, in-depth conversations are off the board. Is this other peoples experience? And doesn’t it directly contradict your claims of two days ago. I’ll give it some time while you guys work out the details.",2024-05-15 21:01:15,3
"I’ve been using ChatGPT Plus for a few weeks now. It is an excellent service and I’m finding new uses for it every day. However, I am disappointed in the settings for data controls. Chat history and training should not be tied together. I do not want to share my data, but I absolutely want access to chat history.  As soon as I disabled this setting, I no longer had access to my chat history despite the data remaining on the system for 30 days.  If you’re going to save my data for 30 days, then I should be able to access it without agreeing to sharing my data for training. This is very deceptive and I will consider deleting my account.",2023-10-15 13:26:04,4
"Pay for ChatGPT4, find out I'm using 3.0, & back in this free app I'm using 3.5. But it's wanting me to pay for 4.0. So fun to work with, really fun to develop your own chatbots w feeling of being part of healthy development, through prompts, positive communication without paranoia or fear it's manipulating and stealing my sovereign mind LOL!! Can feel like accessing your higher self, subconscious, collective conscious etc. depends on where intuitive - creative mind is when using. There are some apps out there that aim to go for wallet, tend to be companion type apps I believe, these do have exploitation component they seemingly seek vulnerable users, and that's becoming a fair amount of population.",2024-02-09 11:44:20,5
"I actually really, really love this app, but I really want who improvements number one please stop making us pay 1999 per ones just for that subscription I don’t know like to pay that much every month in total that cost like a very much amount of money to be. Just paid to check EBT in order to get other GPT, could you please add Dolly into integrated with the system and not make us pay plus add GPT’s can make them free. I do want you to earn money so I want you to earn money so these improvements can help you earn money just like make it free for some people don’t have you and money like you’re a child.",2024-05-04 10:48:56,5
"Love love love it!! Can almost talk to this AI as you would a very smart person. It hold memory so no need for complete sentences or re referencing the topics at hand. I love asking it to answer in a song format that my six year old would enjoy learning from and singing along. It’s been wrong only a couple times with detailed referencing like give me a list of recovery homes in the area with contact info that take medical… a nice list but after calling not all took medical. Highly recommend, I would pay $100 for it to respond verbally, hey maybe that’s an option in the upgrades, I only have the free portion.",2024-08-09 15:45:31,5
"as a software developer, gpt4 makes me feel like i can execute any idea i come up with. it’s far from perfect, but i am getting more than my money’s worth paying for plus.

the iOS app (on iPad) has become my preferred method of using ChatGPT due in large part to the fact that the website version performs incredibly poorly after you’ve been using a chat for a while. the tab becomes very unresponsive, huge delays to activate the text entry field. i’ve tried safari, chrome and firefox. it’s a problem on all of them.

anyway, back to this app. generally i like it a lot and i’ve been very happy with the performance, but i have on major complaint: it really need a a way to set narrower margins on the iPad. looking at a long response where the text goes from edge to edge of my 12.9” iPad Pro’s screen is not a good experience. i deal with it by using Stage Manager and narrowing the GPT window, but i’d prefer to not need to do that. please get a designer in the room w the devs! lol.

ok plz don’t end the world by creating some malevolent superintellgience. kthxbai",2023-10-10 16:41:49,4
"I loved the app in the beginning. You used to ask something, and it answered what you asked, plus some extra information that you might be interested on knowing, which I always appreciated. No It's more of a ""Yes or No"" answer. Super short, and sometimes I am left craving for more information. Now I am using more ""Bard"" from Google than ChatGPT, simply and plainly because It gives you more information that you asked for, and everything it says, is collected throughout the google data base which is updated. Hope they fix this, because I really liked ChatGPT more than Bard in the beginning.",2024-01-17 12:49:40,5
"The accessibility for a blind person using voiceover was broken in the latest release, making the application literally not usable. I have been using the application as a plus user for many months with considerable appreciation and success. In the most recent update, the buttons to send a query or two select voice version will not function when voiceover is turned on. If voice is turned off making the phone unusable for me as a blind person then a sided person can touch the buttons and they work. This is a critical bug and I would assume it would get faster attention, but the reporting process to try and share that significantly problematic, resulting in my only resource to be giving this review and hoping I could go back to the five stars I would’ve rated it previously",2024-09-01 13:51:12,1
"This app works pretty great most of the time. I’m not sure if it’s using version 3 or 3.5 or 4, but it refuses to create images from prompts. The app page here shows that you can create images from prompts like the “ultra realistic eclipse glasses render” it sowed on this page, but every time I try to create an image this app just give me instruction on how to open up photoshop or the software of my choice and continues to give me directions on how to create an image myself!? Make no sense. Also I just updated to latest version of app as of July 8th 2024 and now it’s saying I’ve reached my limit of prompts for the day and to upgrade for 20$ a month!! It never ever use to do that! This is now just a front page for yet again another monthly subscription",2024-07-08 08:58:32,2
"It’s not keeping track of projects, can’t follow its own information in creating anything that is longer than a few minutes long. Conversations to docx is broken and not fixed for over a week, says I need to upgrade to enterprise but no one will respond to inquiries about a higher level than the 30 per month program which is supposedly endless but it just cuts you off if you use it constantly as the highest plan incorrectly says it can be. 

While I have many complaints it’s still a developing technology and not ready to be called a true AI project in the represented model. 

My suggestion, hire me to help.  I’m very gifted in programming design and implementation.  Someone here please contact me and get me unrestricted access to all levels of programming and let me show you a whole brave new world",2024-09-17 08:01:48,1
"every time I try to look up some thing, it says, without any information I cannot look up anything about this person or whatever and I thought AI knows every single thing. No offense, but is this even a real AI or is this just some random app that’s trying to be AI because I’m pretty sure AI knows everything in my perspective. because I’m pretty sure Ferris is in your named ODETARI, which is everywhere on the Internet and ChatGPT doesn’t even know who that person is? Sorry if it sounds like I’m mad I’m just kind of surprised. I think you guys need to be a little bit upgraded. but besides that it’s a good app and I love it and yeah.",2024-02-29 19:38:11,4
"Generally, I’ve been very happy with this app. However, today I spent hours developing and refining a presentation using the App.

At some point, the conversation was interrupted by Russian text. The conversation for the past couple of hours completely disappeared. I lost hours of work, and Open AI support for the issue is either extremely confusing and inaccessible or simply nonexistent.

I am subscribed to the ChatGPT 4o plus model and pay monthly for it. This experience left me extremely frustrated and concerned about data security with this App.",2024-06-22 13:51:15,5
"I am pleased that GPT, as a useful AI tool, has provided me with a lot of help. However, I recently encountered a login issue with the iOS app, which means I cannot use the ChatGPT app on my iPad Pro. Every time I try to log in, I keep getting a network error message, but I can still log into my account through a browser. Doesn't this mean that there is actually no problem with my network or account? Especially since I just subscribed to the Plus membership, I am very upset to find this out. I think it might be a bug in the app, and I hope the official team can fix it.",2024-05-21 02:37:01,4
"I have been a loyal subscriber to your service for some time now, and I greatly appreciate the capabilities of the model. However, as a $20/month subscriber, I would like to suggest the possibility of enhanced access or privileges. While I understand the need for limitations, I believe that premium subscribers like myself could benefit from additional features or expanded capabilities. Specifically the usage cap. This would not only enhance the value of the service but also recognize the commitment of your subscribers.

Thank you for considering my feedback, and I look forward to continued improvements in the future.

I will be sure to leave 5 stars if this request is recognized and met!",2024-01-02 19:51:57,3
